,Q1,Q2,Q3,Q4,Q5,LS
20200131,-0.03926070329897416,-0.049854454088853584,-0.04283408702731583,-0.02795727748477075,-0.0029924277116277344,0.036268275587346424
20200229,-0.05345937000199225,-0.03818787207929484,-0.05141172611765095,-0.07896429291244327,-0.1147353034047764,-0.06127593340278415
20200331,-0.03817439604475233,-0.012241667459089096,-0.004817031259927957,0.010564253372564801,0.05914233932714701,0.09731673537189935
20200430,0.05411053157514995,0.056226985102041785,0.062448955937943106,0.06264040219028442,0.05198194512527701,-0.0021285864498729393
20200531,0.03945984149864253,0.0334422002569372,0.05085620283914048,0.06772377984453372,0.10560324789702737,0.06614340639838484
20200630,0.10256522659278795,0.10920288319148548,0.10701044363776277,0.11770640918646781,0.08655934654465361,-0.016005880048134344
20200731,0.060187281408196465,0.050234323818081246,0.053253163559642304,0.04158630847684836,0.024164352006596477,-0.036022929401599985
20200831,-0.05171299209118821,-0.06375087052281751,-0.07142305155665807,-0.08097044595041826,-0.08760854455274981,-0.035895552461561606
20200930,0.017179891012995736,0.030112970649914625,0.04715234222944901,0.03969832998839571,0.04028341104900068,0.02310352003600494
20201031,0.027356651668320086,0.0266094338203191,0.01337980258067602,-0.009087544840525326,-0.027413931279536095,-0.05477058294785618
20201130,-0.07229371964921306,-0.04994095672383881,-0.06404129377476829,-0.04868906513244977,0.007339410359496446,0.07963313000870952
20201231,-0.07718993109386002,-0.07128890971408917,-0.06004976661928426,-0.0525899504509442,0.004513709436025555,0.08170364052988557
20210131,0.0714809790030663,0.06426973828319653,0.06221198992497386,0.06218257960473531,-0.010634397018228998,-0.08211537602129529
20210228,0.04330473877794382,0.03305095684181605,0.030261061888685995,0.02269340307272303,-0.02944744702995951,-0.07275218580790332
20210331,0.009952343329941942,0.007571202677399783,0.00926245338122691,0.006215429389818457,0.04014402135810508,0.030191678028163138
20210430,0.06177824003799769,0.037544429613527955,0.03691007586389075,0.038051155651500745,0.03499674495944747,-0.026781495078550224
20210531,0.045051734448847316,0.015517126263483751,0.009215169683008574,0.01856236038686687,0.03899193807005491,-0.006059796378792406
20210630,-0.04952473487311096,-0.044824954358303644,-0.042099779571514936,-0.008793956130481768,-0.0026911653337756683,0.04683356953933529
20210731,0.043479210443617015,0.06618424320028055,0.07704797447549253,0.09990311583105685,0.08508802783372998,0.04160881739011297
20210831,0.01979067238136268,0.007032165542739566,0.0020570634020472384,-0.00802015202649752,-0.02714266115700201,-0.046933333538364694
20210930,0.019605414086891402,0.005290070678902914,0.007728299555194282,0.03420507054366833,0.039551251747020844,0.01994583766012944
20211031,0.11922400246094748,0.11672651942373993,0.1163427619081032,0.11378105214391512,0.07803394388110196,-0.04119005857984552
20211130,0.04493195311734682,0.05870013491080522,0.05744592817598492,0.022729232045818164,-0.04047511179461313,-0.08540706491195996
20211231,-0.06801775655729925,-0.03942698487416361,-0.04490220770025666,-0.08719422340621073,-0.10940596969065607,-0.04138821313335682
20220131,0.03283110298665241,0.06363407513145969,0.0781213579729972,0.06261295344352565,0.05191518733453436,0.019084084347881947
20220228,-0.08063246490556007,-0.03921677154536081,-0.03662088321410115,-0.05591608014845044,-0.06407783229995749,0.01655463260560258
20220331,-0.13479925712462598,-0.125445803162568,-0.11944109355313293,-0.14527979938976587,-0.16771986455214807,-0.03292060742752209
20220430,0.12855252757142793,0.13420305533720867,0.14808594991261628,0.15063714971714978,0.15042387338349827,0.021871345812070342
20220531,0.08905776625499234,0.06202405447351417,0.05629999342825692,0.04753946316725095,0.0444601101891366,-0.044597656065855744
20220630,0.02521032517192709,0.0326586739990864,0.03231068170770978,0.04347589845859838,0.05221274417613615,0.027002419004209063
20220731,-0.020681537435989956,-0.01628523812455543,-0.007136566764455979,-0.002122409572641762,-0.016563434916342417,0.004118102519647539
20220831,-0.106548733261899,-0.09851623734321253,-0.09898979488455643,-0.09675693128498404,-0.10007847386818576,0.006470259393713235
20220930,0.08810346285181389,0.08141848145788796,0.08328300599522358,0.07965637806308414,0.07504844233090645,-0.013055020520907443
20221031,0.0672241355362095,0.06893072928651289,0.07741226074258202,0.07261880005418217,0.06694866546365234,-0.0002754700725571546
20221130,-0.040153703508942526,-0.039398544221652315,-0.043394126658666224,-0.04329971896637433,-0.05056751432069484,-0.010413810811752314
20221231,0.12499827252161638,0.11473485479445798,0.1021437339414759,0.09933500433760337,0.08144588799759288,-0.043552384524023505
20230131,0.0465515105610534,0.039618261010106647,0.03815780575819296,0.03286859532985959,0.018154682182646483,-0.02839682837840692
20230228,0.019659216088579713,0.011146104569219124,0.00656850851160657,-0.014112555878272367,-0.044201356457241645,-0.06386057254582136
20230331,-0.04839722511691876,-0.014940974278853665,0.00231730118677683,0.0010988404635669698,-0.013067834792473733,0.03532939032444503
20230430,-0.0351982298606232,0.008384949114685509,0.015374566634127744,0.019808017990951388,0.02055938912822941,0.05575761898885261
20230531,-0.00850359395504178,0.0013968091636063782,0.005664510169021175,0.010423970047785858,0.0071358199933547655,0.015639413948396547
20230630,0.03735083816700463,0.047364350420249196,0.029373982091319466,-0.00584585212864995,-0.061788316541938525,-0.09913915470894316
20230731,-0.07637433402947022,-0.05498013830943804,-0.059259744140552274,-0.06667996473310162,-0.07448049920711428,0.0018938348223559442
20230831,-0.005211939027883747,0.006192612359043294,0.0010996539562260663,-0.00038686031601699013,-0.01775511436608934,-0.012543175338205592
20230930,0.002913039791328743,0.008017404069626463,0.01433547516507936,0.01555936814395865,-0.015922065019472936,-0.01883510481080168
20231031,0.06622481401602914,0.06468457286350865,0.06293701582902714,0.04847686157564872,0.055945300297568515,-0.010279513718460628
20231130,-0.025364655401171783,-0.030885969327567896,-0.037185213360864874,-0.029996332941379888,-0.04264149906539965,-0.017276843664227867
20231231,-0.1254957854014436,-0.09144472709180626,-0.08389141277254612,-0.10331912200347927,-0.1270937216241897,-0.0015979362227460936
20240131,0.00836554996812365,-0.004947769966695578,-0.01106172325213651,-0.013634623055525779,0.05683851237706081,0.048472962408937156
20240229,0.036552816896565254,0.06314698539819215,0.08000013337480727,0.09451018349491716,0.06949348614016577,0.03294066924360052
20240331,-0.03334562410096597,-0.0034264718729411976,-7.21916718256437e-05,0.0030798477062147604,-0.007129564046208333,0.026216060054757635
20240430,-0.023897464841277867,-0.034266302568591,-0.03330266733751693,-0.031753493275932305,-0.036744483556930906,-0.012847018715653039
20240531,-0.11528955655203917,-0.09242887720131035,-0.08349695042511034,-0.07182621345199669,-0.06255414837403779,0.052735408178001375
20240630,-0.03620885975002991,-0.03128763617682695,-0.020199124519922868,-0.023066833257715164,-0.03789781231895388,-0.001688952568923971
20240731,-0.034776585274175625,-0.029864510823607682,-0.035516538987386194,-0.041305621018258944,-0.04531315179703433,-0.010536566522858705
20240831,0.4295148979943922,0.3867405707315655,0.3576262764320792,0.325138413716731,0.3600227383627364,-0.06949215963165578
20240930,0.22039593137094562,0.17892080387004433,0.17442123622680264,0.1587771428566836,0.2747402742648608,0.05434434289391518
20241031,0.05696921075472402,0.05862106319226546,0.06426654675253506,0.04718252250713907,0.02678606240323437,-0.03018314835148965
20241130,-0.01554904969940197,-0.0045309422446759215,0.013941849393531514,0.008774240094689573,-0.02255473312101331,-0.007005683421611342
20241231,-0.005913873977465525,-0.005885629925246078,-0.011041848600499313,-0.01759151681483216,0.005769549005979837,0.011683422983445362
20250131,0.1043944962900375,0.08944803658860181,0.09202381680233564,0.08886549358951569,0.08865117790156904,-0.015743318388468458
20250228,-0.005473167755287046,0.0009419004803060208,-0.006395208894832763,-0.015108372380445238,-0.05417454459906237,-0.04870137684377532
20250331,-0.05618299306947142,-0.03115983718397692,-0.038640172933922155,-0.044591921186474925,-0.04209465123417475,0.01408834183529667
20250430,0.06184986457275476,0.06805183226054735,0.07015746449441611,0.07364193774802884,0.044325496198858255,-0.017524368373896503
20250531,0.02873872132767201,0.03619194913012504,0.04347516355995,0.04058444305535087,0.03219784038285697,0.0034591190551849574
20250630,0.0792230097310148,0.08125435140186535,0.0833796186137247,0.08350919242022513,0.05260113417232933,-0.02662187555868547
20250731,0.04851503494035939,0.056930946365566296,0.07298696541016828,0.08730461199952778,0.11242581671624702,0.06391078177588763
20250831,-0.00223318054109962,-0.010397846496397058,-0.0015942761801164265,-0.0015631275674523792,-0.020539124339605832,-0.01830594379850621
20250930,0.047009689823527746,0.05038533561742161,0.042266429496837295,0.0154527689032522,-0.007921163580093976,-0.05493085340362172
20251031,0.011000140706821643,0.015752284875334338,0.012850733017057523,-0.00628861001277492,-0.026686864448284546,-0.03768700515510619
20251130,-0.002884712719976528,0.025781975943440866,0.02950384168763535,0.04075745257194027,0.07216888046242921,0.07505359318240575
20251231,0.06235880562190461,0.0793319670231292,0.08319760314782945,0.0830947770689933,0.08847256111849447,0.026113755496589862
