,Q1,Q2,Q3,Q4,Q5,LS
20210604,1.1759061332513172,1.4515771780085331,1.1963659035966627,0.8502513891992814,2.8563120494400795,1.6026724221409867
20210607,1.2001067544125046,1.4639122691604467,1.2045015180908711,0.860343534830371,2.958948443162869,1.627277906239161
20210608,1.2197386333809832,1.4608023838056161,1.206715316785775,0.8699041670067256,3.0785236191990037,1.6664187101545664
20210609,1.2402536096034658,1.4700099525129011,1.20866476727867,0.8845563425991766,3.228679491858442,1.719671001986169
20210610,1.2674382409990326,1.485007380555188,1.2204785494668968,0.909639835603492,3.425683788432618,1.7869073534323476
20210611,1.3098827452706399,1.5166400587490765,1.2494748063380934,0.9486456427388266,3.6989187585738863,1.8695916479533192
20210615,1.3449496847518874,1.5539429950277477,1.2749833512753443,0.9904509768240304,3.9880512724102406,1.9656806433998175
20210616,1.3695839092204085,1.5917904677411727,1.3034401080156717,1.0467821742379946,4.4182783531575405,2.1417327627222082
20210617,1.376420598135428,1.6239336942509937,1.3304025792665912,1.1021584822855044,4.841076573207643,2.3359904506275564
20210618,1.3786659936554109,1.6430929215601193,1.3462904605631956,1.1463007307897253,5.236586808591654,2.523027339906183
20210621,1.3755067671206447,1.6472784343474431,1.3555784775234139,1.1866784448532401,5.598409249615782,2.703137684739962
20210622,1.3886353508750635,1.6586635934241023,1.374126170090095,1.2318126398914027,6.0567547247434605,2.8986451438651293
20210623,1.4028726596140002,1.6713678182249687,1.3945964755958677,1.2867031778155729,6.556649336898823,3.1081659562217157
20210624,1.4050172011574409,1.6733022150726486,1.4034951138444605,1.3548751744138738,7.0587442784531405,3.341431629991272
20210625,1.3839830230938595,1.6561567342354653,1.404283301533741,1.3957965473785574,7.408654581658228,3.5570941257757633
20210628,1.3359556594194115,1.6044788309166238,1.3678458816277907,1.4079963624669205,7.453501740387665,3.7020657210462993
20210629,1.267718736403123,1.53457072660458,1.3080608993847544,1.3972050930098727,7.4098586154510775,3.8694799855861826
20210630,1.223311879514769,1.4786912738036893,1.2761036972930497,1.4127580865046911,7.602517832664188,4.1056317990125795
20210701,1.2110296619785625,1.456267001341201,1.2754655810210078,1.4663466008449448,8.014416358518382,4.369292850176818
20210702,1.2251516141181618,1.4678236361455206,1.3007585442333853,1.547264898860472,8.655041808607896,4.66759768878139
20210705,1.21959907202952,1.4666839929999127,1.3040173985893706,1.6007894895190902,9.07603294821687,4.9157891257595585
20210706,1.2228248041961922,1.476789117840176,1.3202976834718905,1.6744768895870483,9.762947862340917,5.274836283418821
20210707,1.2062221341361088,1.4690262800955314,1.3296382641138946,1.7221921941476177,10.260765420240276,5.615420885434586
20210708,1.194383432043588,1.4706815040434127,1.3373913557351256,1.7884391717857275,10.898843413948569,6.019736204563228
20210709,1.191569382408177,1.486906294192572,1.3487261676990245,1.8538548685146894,11.520120518198523,6.377067847845167
20210712,1.185236729518853,1.5016192849974992,1.3570101488752424,1.9182194141162479,12.08825407826977,6.725454599233534
20210713,1.1746516132505838,1.5150527349040863,1.366428460313923,1.9902868551248634,12.72585428102445,7.140255331298431
20210714,1.1805709322429259,1.5441316345156142,1.396636351710383,2.085046526730815,13.612431011148693,7.601716839537888
20210715,1.1928712980080267,1.5911259029871476,1.4422309424365334,2.204785450779527,14.493442624953097,8.014506104103043
20210716,1.2127918212054352,1.6385372683274837,1.4966476560881736,2.3274937096956068,15.244377446526299,8.295914630983303
20210719,1.2034701615197025,1.6464047978723886,1.5228425861509371,2.3888391360609216,15.670859121942472,8.59176721388091
20210720,1.2054069153650866,1.6659888708231456,1.560943797242398,2.4603784843357364,16.081110211559725,8.802866301694635
20210721,1.1941897460956739,1.6626891892162026,1.5785261704546891,2.5056615936479174,16.2028250559325,8.951410447558493
20210722,1.1641701173980956,1.6505681471622868,1.5871137248135783,2.5328700998809515,16.119608347842334,9.130457763649348
20210723,1.173953317248094,1.6981593250570273,1.6467122647535375,2.6328091590206024,16.68947382116815,9.376512026521354
20210726,1.207548117586081,1.7743219436546085,1.7386149721855026,2.7898611646790945,17.66215471203815,9.654659586967258
20210727,1.2645289973147524,1.8836857284991633,1.8833915517063158,3.0552652213392384,19.630296503180094,10.27492760959703
20210728,1.348179572954648,2.0291000860488877,2.087963614281905,3.432964477293876,22.1989606990075,10.939720201092621
20210729,1.4074287965963257,2.1386687089441785,2.258638434963402,3.767201095573375,24.2560096403145,11.47266644528101
20210730,1.4579840464090652,2.256464136515565,2.42080461287348,4.086440691765851,26.444453943619173,12.095660655550436
20210802,1.4637308531379103,2.341474784737565,2.549028861365985,4.38562219483163,28.397011296645168,12.941081587859443
20210803,1.4830390468723378,2.4255797667053103,2.6769784810847637,4.644982413957952,30.44199611271404,13.702314882745522
20210804,1.4960777293892829,2.5321829194191534,2.8127814651870815,4.964127514288866,32.37205657713761,14.450589776160461
20210805,1.5415463902716746,2.673535870982245,2.9797927341258847,5.349106794294316,34.17136558119262,14.814603812393425
20210806,1.6231201014371586,2.8447760050791526,3.2045694420392916,5.78606377193542,36.18934628773972,14.90553469902897
20210809,1.685863643469749,3.036940126947352,3.4331870235915716,6.297024948206702,38.92819788068376,15.457412518030958
20210810,1.7582955897076604,3.220939053877256,3.7069267888783513,6.818127991272303,41.78396317584669,15.927248539270348
20210811,1.8284900799050692,3.430670773124932,3.9848203313688,7.345785767534964,44.34161790630696,16.26633173385632
20210812,1.8839187259218986,3.6042892279759804,4.243530757926978,7.839248743004022,46.76717598935946,16.663030558685065
20210813,1.9517766808589527,3.826928552683546,4.531203889375561,8.403863797663202,49.66797647250034,17.096383378228715
20210816,1.9892446197085285,3.9739881495726204,4.77674937157668,8.914379282508678,53.18531322448865,17.97890135821651
20210817,2.084386779009837,4.242165368184081,5.196535995572536,9.79269881356698,59.213616070978766,19.15682447825118
20210818,2.1412032666406415,4.437796308176439,5.5104751140182975,10.516156724267352,63.985980608519334,20.178603478176463
20210819,2.2065436196954473,4.642199520107728,5.821481579701922,11.338281781709762,68.47221397755297,20.977616401620125
20210820,2.3004008244688183,4.903020616751917,6.250586718111268,12.255750311973811,74.12672977639788,21.817671876441064
20210823,2.380266044361097,5.094632726043676,6.637192875245286,13.04127045208041,77.7474697514774,22.125896882014107
20210824,2.4194658755127034,5.2328028996706095,6.906925095121885,13.478130502002738,78.72500746026022,22.039706890582522
20210825,2.411850238161475,5.18517437316882,6.871897600985204,13.317772930605773,76.3317558203466,21.439069940211073
20210826,2.422168860871157,5.216531420028418,6.8992894957804545,13.36958252396595,74.46622760874266,20.823381853285067
20210827,2.4000057117468687,5.111090310564952,6.797010468222921,12.968713866245336,69.27046143677643,19.560999061069953
20210830,2.423075894580011,5.108514329756427,6.812978001596626,12.82034321375812,65.83729036428527,18.403488937411762
20210831,2.5079607622667903,5.231446150314934,6.944856761951863,12.77478914405843,62.240922740126074,16.753488237749792
20210901,2.5641349759320247,5.298343298263414,7.067933845201498,12.808885267133695,59.893055795562105,15.746258456851987
20210902,2.5775385658208245,5.260063823279064,7.025873456150855,12.424741435339955,55.382523082601516,14.478100282227429
20210903,2.5747922244484576,5.174228699415694,6.862150762548154,12.0810572321596,52.16711980095946,13.652955762573589
20210906,2.5370465398749307,5.069135311475278,6.660817597740429,11.593046790737498,49.101479281608285,13.050777672229875
20210907,2.4396584307957134,4.872785187586451,6.374129650059345,10.9344201234064,45.31051213969915,12.544141647456446
20210908,2.321560567293885,4.647864962847326,6.050046916201168,10.368266111063809,42.445025854077095,12.358067467015205
20210909,2.212669372416232,4.436071620245656,5.772843951226505,9.897945998672249,39.94574234305467,12.210036021481942
20210910,2.118331804128287,4.245386433874808,5.546293484255235,9.4878685907194,37.60834899190433,12.016152618267887
20210913,2.00286327780104,4.014426928181727,5.271868092917198,9.05457264939373,35.125543005702205,11.877867890447547
20210914,1.9175327179078554,3.8264582776529226,5.029013826273113,8.621274794229183,32.36495672510236,11.450410711472374
20210915,1.836113964886393,3.6402676287754856,4.777245642454094,8.212536433598906,30.06547075769538,11.123060983514195
20210916,1.7608519847259343,3.47217567898825,4.566076807825755,7.942310800239196,28.67833929809551,11.065808272867775
20210917,1.651649962416948,3.2537427668767345,4.319865537295486,7.579389937357225,27.291715642222325,11.217030040739846
20210920,1.651649962416948,3.2537427668767345,4.319865537295486,7.579389937357225,27.291715642222325,11.217030040739846
20210921,1.651649962416948,3.2537427668767345,4.319865537295486,7.579389937357225,27.291715642222325,11.217030040739846
20210922,1.5300776710542874,3.0021568785632877,4.010648819411692,7.021981577562579,25.188439773686852,11.178220387421987
20210923,1.4293882046351538,2.7824413410968476,3.7233630208391455,6.56615123836792,23.701962165494326,11.254148329017605
20210924,1.3731548923470758,2.6502472393184724,3.5629690446423186,6.307932563203703,22.9468845973364,11.338370439092095
20210927,1.3359602659205991,2.551450853393487,3.4677570695805815,6.1694665451395725,22.761872647447326,11.55407577062956
20210928,1.3110175464569669,2.4778627786512843,3.382121268345254,6.037924646729404,22.418692624700213,11.595592887743726
20210929,1.3392442507835556,2.4886076220199818,3.4261074131170934,6.197750456659044,23.26000240188949,11.781085005123048
20210930,1.3497449637935792,2.466401848173858,3.3998700087616376,6.176514439008859,22.86115490077,11.48669772877825
20211008,1.3360481723375894,2.4065786596924674,3.319203042901986,6.0811288326326425,22.89403953587526,11.619784203083748
20211011,1.3309036268932017,2.369067127106652,3.2663415354687912,6.09392960942666,23.375395801243883,11.908837555402416
20211012,1.3536477601518762,2.388817878733763,3.2931010904519056,6.243062199192302,24.41101436847613,12.232931164411603
20211013,1.3887792048609755,2.424426678299666,3.3688091182516087,6.441473719619626,25.428009229537,12.42508782358448
20211014,1.4342740245909782,2.4717517141340624,3.4665628786363323,6.665563869288265,26.402391301666306,12.49417610844932
20211015,1.5173827652434344,2.5828613628144628,3.628392233500834,6.9944345540968795,27.08741310180622,12.094370369026258
20211018,1.607278677394841,2.6705676157153007,3.75950360590331,7.214785351844283,26.900296057602706,11.29430413473705
20211019,1.7061519790916717,2.796301844149066,3.9174121167014637,7.542776666359196,26.97303727084304,10.630065076293183
20211020,1.7911838452062896,2.9124561225898242,4.046429761024358,7.848695275610938,27.11129904282745,10.1547686760363
20211021,1.912235831631346,3.088961074972087,4.252062568379564,8.304158902710405,27.66538148074243,9.676024277459693
20211022,2.0508231808464497,3.3015119375526605,4.536435040086784,8.990882867921655,29.19469378377208,9.509644382699731
20211025,2.207448133457773,3.5393237672027738,4.84772983470172,9.68551981957162,30.17173713067933,9.101630441103087
20211026,2.40153380143671,3.84855603005873,5.201770627724158,10.47558903982248,31.19092098721453,8.608834759771465
20211027,2.684522793816827,4.264092063784248,5.6766039429647455,11.511416542036809,32.39506101922314,7.92674553158827
20211028,3.0120806216766463,4.765367147020021,6.288797444473601,12.870808937664801,34.79989925669183,7.547986334683245
20211029,3.313726147291578,5.212889403460596,6.84210369099267,14.135306758087946,37.22726802261764,7.318579945653805
20211101,3.6424066696156254,5.705996195665569,7.432374766155954,15.339108094049747,39.60560425257915,7.06022928863097
20211102,4.093545040739696,6.4003756164820595,8.298254128116227,16.986399206484673,42.98962063316418,6.7890151357799535
20211103,4.4796419055367895,7.033616262166812,9.084432743399182,18.632345372157964,46.202354813496676,6.656047707217238
20211104,4.8643099366034805,7.6486769561285755,9.85121518400267,20.195486485651195,49.40163705551785,6.545389186198693
20211105,5.156716628608441,8.19086574665701,10.553073334849843,21.8691872093914,53.441090149244076,6.687129058009068
20211108,5.452550278105489,8.66455291757345,11.196746086328139,23.273742358485308,56.58708083238936,6.697158268966034
20211109,5.768868758386077,9.159362516312227,11.934928695013062,24.789431830481696,59.914498321187324,6.7024408205039006
20211110,6.104247250165181,9.670706249093662,12.70369253710268,26.394873896121254,63.338231181965824,6.695790161316195
20211111,6.411243586818862,10.120246433678115,13.423591427294033,28.00349471027171,66.83411015447615,6.728610041237189
20211112,6.705936962828787,10.576354957170713,14.141268467605608,29.48140635354819,70.2401899754004,6.762240357083743
20211115,6.981954190532318,11.004487300366305,14.798305224016781,30.997447926487876,74.20897311797185,6.865992703875615
20211116,7.309786868123425,11.552699965146244,15.628850594126526,32.91200789898865,79.17694008992099,7.003253169932645
20211117,7.628138133010341,12.131245878861364,16.49294484791532,34.758485047593666,83.3706368026971,7.069187140772989
20211118,8.065357368587179,12.74460023767684,17.511670953724803,36.73287435245964,86.32172978266853,6.9142350263501395
20211119,8.346305056765502,13.264553630345443,18.427243495347902,37.762719606246506,86.3471586298404,6.675422206075756
20211122,8.739771045736077,14.003014338483132,19.65469207156412,39.283192995216424,85.53632874927952,6.298041334012724
20211123,9.190977280888465,14.718982484569693,20.971664999550942,40.78162917486903,84.91689369794116,5.927284727665158
20211124,9.493975929625769,15.29359529478561,22.109278124708634,42.2233034680062,84.59421439496269,5.70935678463213
20211125,9.649778766823411,15.730787781962382,23.105265299696757,42.81458099945251,82.38498330029927,5.466558773342737
20211126,9.929619885436175,16.360887125215044,24.43300968526877,43.82182889141871,79.65300360187317,5.126752662577015
20211129,10.293194451368265,17.24985175446148,25.972110217343207,45.01396409542462,76.86852469408261,4.759816784221094
20211130,10.578536074312895,17.96404509143027,27.265571360849606,45.86413127158577,73.68960274042719,4.431024346558794
20211201,10.881637851846335,18.676101152944913,28.592271270565544,46.80351615640415,70.80267224054126,4.130470491359004
20211202,11.40128566450685,19.686104377059245,30.429008844554765,48.624957076567114,69.22989360576219,3.841469287176243
20211203,12.181137196450486,21.083117323655433,32.92260685717679,50.52981246716041,66.57986274220738,3.4316650974046667
20211206,13.106938524360109,22.73787338245695,35.6288781921265,52.548547791042424,63.164190730667336,2.99479785272943
20211207,14.210063952396428,24.74576522021607,38.894437854073765,55.70808312617939,61.409975918939566,2.6595728509336847
20211208,15.109371064644286,26.342958734963698,41.488032201639044,57.13693727563469,57.33435112277568,2.314748314043202
20211209,16.098335178914198,28.184249398027713,44.47865966161392,58.51214602282248,53.88522292900716,2.0239885275858827
20211210,17.101982418811307,29.99839809585366,47.5051877875714,59.39008303862885,49.746894728766435,1.7423632177925568
20211213,18.32210993231531,32.1657697633041,50.943483886331045,60.96917485515773,46.50672719292115,1.5045702314889584
20211214,19.275409847016164,34.20962551271948,53.89973659301042,61.91655247176158,42.81336554022628,1.306800985759508
20211215,20.14579031433856,36.08602968422308,56.29429469266264,62.33681426177317,39.79928952472828,1.1557931825538348
20211216,21.35472430954795,38.33526832596877,59.05046898663344,63.2721630826849,37.08564192064895,1.0076290736202147
20211217,22.344876481834728,39.99603302415236,61.491259194641785,63.93165309536922,34.769909179088536,0.8979892269881752
20211220,23.736959337279785,42.21883095945238,64.67356475102443,64.96006173934515,33.02576529387345,0.7969992755680848
20211221,24.23788590447444,42.94029908919654,65.22147870544654,63.54421828619665,30.367771254229595,0.7160355715655962
20211222,24.21937712626777,43.23024644318029,64.96098683857294,61.28097220990569,27.368804672497053,0.6458703278998426
20211223,24.267536447370887,43.54599551929134,64.89293403283011,58.61961338602657,24.80926340587422,0.5841839945502455
20211224,23.396270451188858,42.59675392520527,62.9775742593318,54.84588453302039,22.237894964143134,0.5446096383317998
20211227,22.402441347149704,41.58928163039198,61.307296182532134,51.235435198766965,20.17201284273857,0.5171498340122842
20211228,20.598128235465055,39.112013857963944,57.32474045048904,46.020813920520496,17.616484437772318,0.49328548033017283
20211229,19.214681957542123,37.344137268063136,54.458993216650526,41.82590558728846,15.47073030048955,0.4663323239869391
20211230,17.88055725465789,35.694203410723986,52.15541719100099,38.29931895301796,13.651868118910937,0.44388523514725314
20211231,16.80926900918586,34.670063823889905,50.63004385750062,35.34759740696916,11.975346423368133,0.41596853250926685
20220104,15.747395116408166,33.39831402409205,49.01260189134444,32.66243179618062,10.782689653815273,0.4008186473807016
20220105,14.787393908981592,32.5110546243942,47.75146406554686,30.729101888892643,9.902087783786293,0.39251946943694765
20220106,13.523229228708184,30.928163626588752,45.30463442171355,28.14112196264895,8.825541225394671,0.3834013206598078
20220107,12.534348916014006,29.844884605685667,43.6988237620035,26.149945396650367,8.013602577250264,0.37616493974181436
20220110,11.490106305687455,28.46843782103625,41.73527650134271,24.284162435003417,7.345212295605686,0.3761286444754178
20220111,10.64488207374157,27.511105015681107,40.56404303806887,22.965814269023042,6.86331077750046,0.37912017500905376
20220112,9.679974605389523,26.24021026908085,38.62543721073195,21.299838944180237,6.35248946040253,0.38526850788736366
20220113,8.979370607238765,25.374954226935472,37.30077025982221,20.09669001858186,5.996894552098135,0.3915866737769384
20220114,8.522839212779923,25.047532582809175,37.17980715468698,19.3255917297374,5.6946003599255075,0.3917565414511152
20220117,7.832172367935544,24.070319101996116,36.159497437223536,18.120692585491476,5.3214162158789655,0.397830411872544
20220118,7.397464171046859,23.576871401106825,35.95249324445644,17.519860224243743,5.1433402926181575,0.4065981485156638
20220119,6.771982198135239,22.481047537167477,34.57852723361784,16.596142173326122,4.904092352701724,0.4220641267859093
20220120,6.3631616393917545,21.91694373288434,34.380057345030565,16.388659705506765,4.855873925216188,0.44339403416117024
20220121,6.0480797528422885,21.65179614512105,34.292070404728086,16.27494512831587,4.895724500490544,0.46898817263655335
20220124,5.8340709420763135,21.63480283101178,34.837434652933496,16.396600817291496,4.910084447677888,0.4869587436656859
20220125,5.890614718130048,22.720722890825368,37.04778667137598,17.279638076261868,5.149814977770765,0.5060144727554924
20220126,5.914641037784988,23.704709089758914,38.86761302355665,18.20276511682892,5.340357474622368,0.5226730392870832
20220127,6.090521867454029,25.19601782654954,41.605874589090845,19.556928198414635,5.636509087927686,0.5361156009502289
20220128,6.092722746571979,26.006882694050276,43.478292071967374,20.298219510573105,5.835354371928006,0.5548350047877866
20220207,5.83591162876298,25.739012000974913,43.42688782746285,20.083252500686207,5.760441204609817,0.5710986940930353
20220208,5.409715718371123,24.555806921349244,42.07765913406007,19.334110490992746,5.599655069783061,0.596865385528358
20220209,5.009057199655131,23.309456130364662,41.126099195965615,18.79326660656855,5.4584875610572,0.6260238897828478
20220210,4.705078481503505,22.45947738015207,40.33975499427176,18.463027874055708,5.3608771206927015,0.6528198979817342
20220211,4.397538601062733,21.409164040554753,39.433691779766754,18.00169521588595,5.238999428540059,0.6806487844704747
20220214,3.904072284479304,19.51121506766963,36.38936002991224,16.669292306777898,4.854562902011408,0.7070814043636015
20220215,3.5452400403206172,18.177655619331446,34.71281639932179,15.893123813319038,4.61318559790692,0.736913562864506
20220216,3.258848699852493,17.01579435565353,33.27508756189432,15.148482864359826,4.438367102716321,0.7685172330116178
20220217,3.034428602750716,16.18503281993832,32.59557959530241,14.750832814292194,4.305002647675892,0.7983485748237206
20220218,2.8224883730447194,15.474496492041558,31.783520712875305,14.509906190039858,4.2271376870420285,0.8396695786804544
20220221,2.5803454416086122,14.620088446712401,30.477123059340993,14.008897828042663,4.096123132862761,0.8856808733586211
20220222,2.3929188438107416,13.982198241278123,29.671097929045757,13.675076821322941,4.025043676059151,0.9346443068511232
20220223,2.1726561157739424,13.090714743638388,28.202201613859028,12.97257992419436,3.816375494830774,0.9722219223139966
20220224,2.0088675858077525,12.504414278642514,27.428055594255532,12.560209229428017,3.6808803854203216,1.0109967581256594
20220225,1.8383564862703716,11.860945975161163,26.565484127129174,11.965140402207439,3.4716235382695686,1.0393345318695106
20220228,1.6755169027302301,11.203263324859357,25.530258049803482,11.296776627051237,3.219884074148183,1.0560318829028599
20220301,1.5463898632789335,10.624814739258461,24.667820854818345,10.711249761394187,3.0166449981191024,1.0707603481098384
20220302,1.4251557562322184,10.069201264819245,23.694202153118397,10.075796665479855,2.783084207803581,1.071803406964224
20220303,1.317930896937197,9.471861504216577,22.78111375356869,9.48533671838349,2.5788974958185213,1.0738079253488526
20220304,1.2463535872717204,9.160589664640792,22.28864791777174,9.180364941099459,2.424789201013989,1.0679588216690683
20220307,1.174903669257712,8.778310050247315,21.524718845034922,8.778807492401697,2.26853501733944,1.0603622689536982
20220308,1.1307203569034041,8.667817109136475,21.451710519765093,8.580555363762072,2.184192783928091,1.0608147668784174
20220309,1.0832782603385416,8.496324618389536,21.087249530318935,8.279247073038828,2.045448446115211,1.037938709115354
20220310,1.0410769677196032,8.389182602234914,20.722342364922504,7.975107743134444,1.8922333051086748,1.000626490221251
20220311,0.9660246233010589,8.038212276098061,19.82632624275501,7.506570588529218,1.7118541836380106,0.9773769486541458
20220314,0.9225227645095496,7.9561618193936505,19.619605712023564,7.370003554519809,1.6138135938547764,0.965414103660189
20220315,0.9162718542792413,8.200595076312792,20.139942637885838,7.496048505947026,1.5628150035636277,0.9414473103629466
20220316,0.89443552319635,8.271372651642737,20.150747644548936,7.4032997224752615,1.4628711981787985,0.9036769844417105
20220317,0.8517016664853201,8.253279309924684,19.93637364817941,7.278743703092082,1.344957659602547,0.8740122291613421
20220318,0.8003628543168383,8.005626783734591,19.23672112285348,6.942804322820581,1.2049278150369473,0.8356983669333581
20220321,0.7190426692776714,7.4249657679611225,17.707031325103838,6.269440116648592,1.017302459998119,0.7904780012873454
20220322,0.6411579872397437,6.822687268780318,16.167107605381673,5.575368585682923,0.8487218109683451,0.7451075609432011
20220323,0.5303399700811169,5.814412803530638,13.641726071415432,4.570872964317351,0.6500540218302537,0.6994783772142035
20220324,0.4318566422307142,4.848798143543645,11.258740472357047,3.6677513916486926,0.48457267119062164,0.6513073624942844
20220325,0.3603140093306882,4.127419649233545,9.546714950560817,3.0394157645604154,0.3802560804453599,0.6189943694628647
20220328,0.2963140350498964,3.4621334181528325,7.9862856802281454,2.494421975061021,0.29667612158441103,0.5928874381051756
20220329,0.25589209638259997,3.0437547142074375,6.98283931778073,2.157735733116225,0.24385763991898982,0.5682124851978493
20220330,0.2208341916800722,2.675024902874625,6.113539640039414,1.856619166102312,0.20131249022996417,0.5469247041487226
20220331,0.18925571211764766,2.3066677197656142,5.289032426755957,1.5727788807287673,0.16633010123650413,0.5300929625460424
20220401,0.16427716258432457,2.0121280006550957,4.6552373775936084,1.362086258709733,0.14022478535392527,0.5168587843326591
20220406,0.1425470122058192,1.7595715427113081,4.109004809709088,1.1878435081246006,0.12026859793478234,0.5116703872096544
20220407,0.12741590654429866,1.5779448622678796,3.7217028927652858,1.058745881101062,0.10677005893122017,0.5085551200368789
20220408,0.11636972326168059,1.432548477016646,3.4216760271495357,0.9601839380723972,0.09571806597803337,0.5000021442981276
20220411,0.10951205031002229,1.348197277022782,3.2547282565722844,0.9036362962929237,0.08980565544209855,0.4985826534929793
20220412,0.10123135620016488,1.2506143583892215,3.0292807711084775,0.839758525798416,0.08356386494342598,0.501629563834771
20220413,0.09491935331060232,1.1795841107368146,2.8651705574587423,0.7931961296048428,0.07977469171252843,0.5101610849701598
20220414,0.08874399347418335,1.106826240332694,2.6970679537652082,0.7500086394838262,0.07603644225666294,0.5194454679755977
20220415,0.0845702549938587,1.0547233466081876,2.619337225900844,0.7250182713640708,0.07482792903658932,0.5356196252266126
20220418,0.08136865759936596,1.0139677656618393,2.546033349265914,0.70181164584801,0.07377314156413026,0.5483465247893723
20220419,0.079003148049779,0.9780947030656905,2.4825313703424734,0.6871102550116587,0.07349167962866057,0.5621957136371656
20220420,0.07385398391449456,0.9145801480923182,2.3481944775471124,0.6526482315450169,0.07134265699704417,0.5823982066343207
20220421,0.07225473544700291,0.9017736677203515,2.3553853904895172,0.659553328978915,0.07384517762456518,0.6154386316406045
20220422,0.07166107216529757,0.9017953500801982,2.4052291691600227,0.6724286085820962,0.07786441559872823,0.6539922645086744
20220425,0.07637226458754269,0.972253693478512,2.650573155795681,0.7446672005417849,0.08914610961063388,0.7057533042723888
20220426,0.08468770925940934,1.0971254978164062,3.0500080267776433,0.8601177297553888,0.10686466610854138,0.7691851272451565
20220427,0.0929192233061507,1.2209112668488356,3.436600933485964,0.9762804629713215,0.1229481544132886,0.8101864498102052
20220428,0.1045914509337541,1.392054298102583,3.9613009836450046,1.1336309681163477,0.14267264035625932,0.838390957090756
20220429,0.11398653738179655,1.5329020305540983,4.419605747713979,1.2692636383328606,0.1594595905584844,0.8617268051356759
20220505,0.12437941543703802,1.679924451327552,4.906794669571029,1.4129470251686207,0.17904176584188486,0.8889806447258485
20220506,0.13721562862245446,1.853672289911784,5.4846292244172306,1.5836399308786218,0.20134152288024645,0.907959062823076
20220509,0.1484979971769688,2.0162770852446634,6.02389481476016,1.7428114935702592,0.22164938726804478,0.9248826321794255
20220510,0.15414655969770757,2.11827244123056,6.387613213456145,1.8532016139412506,0.23565916044453675,0.9481609479331504
20220511,0.16143953142266912,2.256904336461855,6.861797753158265,2.006107744996624,0.25377675047402004,0.9761966920082907
20220512,0.16876227143397618,2.3947737362927946,7.336215035003957,2.1574129398380792,0.27659959909285015,1.0197094423650597
20220513,0.1762891041760229,2.5270225130530304,7.79911319835448,2.2986139042043887,0.29836858873763855,1.0544835365989114
20220516,0.18454494431729376,2.6760966598561176,8.220579375071388,2.426268718638963,0.31796635080375885,1.0743624542400068
20220517,0.19470777652366095,2.85368317224185,8.711883377807279,2.5877588491879275,0.3406557885842802,1.0918619896723518
20220518,0.2063541894378777,3.0221418084210154,9.205443352929613,2.733056963527517,0.3659663298142662,1.1076772048709274
20220519,0.22132508692699376,3.206578727293747,9.77672507261962,2.894750427905027,0.39060138519620285,1.1018791423998924
20220520,0.23215530142007848,3.3717222272188696,10.204752397288958,3.018301403694401,0.4078260156839519,1.096550680513147
20220523,0.23662958236068465,3.4513444528868074,10.375808996714486,3.076769072935319,0.4158015793183347,1.0968615494116751
20220524,0.25705265580573244,3.7476036636552554,11.20663734033238,3.3328280311368954,0.45151498085005404,1.0964033791683567
20220525,0.2789337807749754,4.036299372041945,11.995917436274746,3.5557513625589885,0.4851183149581661,1.0846722974804528
20220526,0.30602526541943764,4.360198585716111,12.853419763988647,3.803596186892122,0.5241450418463454,1.0665828979657899
20220527,0.34152656293880446,4.799631004475911,14.059221578192721,4.129040270119804,0.5701449091074399,1.0364561763458529
20220530,0.37076764308054583,5.145605160494004,14.879739291899204,4.3453729077462055,0.597876735309959,0.9981292739122555
20220531,0.3982052117984907,5.474167556941025,15.709464269715216,4.564320236329953,0.6330550569248516,0.9829943351624829
20220601,0.4225662974040692,5.766198885227864,16.476448842221714,4.746777547958481,0.6704786927778286,0.9809681002997017
20220602,0.4457107164753865,6.0523955642014275,17.20364666721822,4.944962502708507,0.7156011296913445,0.993257415944755
20220606,0.45545730961829667,6.183492161073767,17.608871744242443,5.0698172125096885,0.7457018230675938,1.0133172187035753
20220607,0.467202672422279,6.297717485756031,17.981100509188693,5.161402860139132,0.767536334938983,1.0168561489278893
20220608,0.4821246617590139,6.462774266438294,18.530715554513893,5.332127815875365,0.8000743201652053,1.027486114240898
20220609,0.5107168884935448,6.818018354951334,19.441917956149208,5.642315549324059,0.8420823312378528,1.0204997242980636
20220610,0.5262396488542637,7.008467786258795,20.043374786175352,5.843014744411578,0.8602663665776857,1.0115193969528242
20220613,0.5292817245390875,7.06344526979093,20.3132260086344,5.958583282071903,0.8644415565780261,1.0105813025108743
20220614,0.5363828059152533,7.214798913406714,20.77739225247538,6.167806303812046,0.8799901813535448,1.0152001157218562
20220615,0.5451501688284864,7.401967809543166,21.3558178256037,6.4451300885169776,0.9110197165144864,1.034403521483842
20220616,0.5377025449363111,7.381092688151303,21.46549761857991,6.574914569011706,0.9233767800471295,1.0625657696819346
20220617,0.5398719606811136,7.548745249012809,22.026892479922143,6.854309237326914,0.9526013944593211,1.091908646378831
20220620,0.5397631752143367,7.721358083195021,22.62752723107969,7.150420008871328,0.9815759037783475,1.1253403743252248
20220621,0.5497198617213155,8.000213274098135,23.468350533357555,7.514199633297842,1.0368664176811373,1.167970421454879
20220622,0.5696473989063667,8.384501304579649,24.56154910910381,8.007677627875305,1.0912455728649735,1.1868860779757384
20220623,0.5778768028018402,8.571866070836986,25.19000508081579,8.411064192040898,1.1229409328029039,1.204212993363681
