ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,adj_close,adj_open,adj_high,adj_low
920491.BJ,20151012,8.0,8.15,8.0,8.15,,,,420.0,336.47,1.0,7.427998541742618,7.291286912139993,7.427998541742618,7.291286912139993
920491.BJ,20151013,8.15,8.15,8.0,8.0,8.15,-0.15,-1.8405,60.0,48.42,1.0,7.291286912139993,7.427998541742618,7.427998541742618,7.291286912139993
920491.BJ,20151014,8.05,8.05,8.05,8.05,8.0,0.05,0.625,40.0,32.2,1.0,7.336857455340868,7.336857455340868,7.336857455340868,7.336857455340868
920491.BJ,20151015,8.16,8.16,8.0,8.0,8.05,-0.05,-0.6211,20.0,16.16,1.0,7.291286912139993,7.437112650382793,7.437112650382793,7.291286912139993
920491.BJ,20151019,8.3,8.31,8.3,8.31,8.0,0.31,3.875,40.0,33.23,1.0,7.573824279985418,7.564710171345244,7.573824279985418,7.564710171345244
920491.BJ,20151020,8.31,8.31,8.31,8.31,8.31,0.0,0.0,10.0,8.31,1.0,7.573824279985418,7.573824279985418,7.573824279985418,7.573824279985418
920491.BJ,20151021,8.31,8.45,8.31,8.45,8.31,0.14,1.6847,50.0,41.94,1.0,7.701421800947867,7.573824279985418,7.701421800947867,7.573824279985418
920491.BJ,20151022,8.6,8.65,8.6,8.65,8.45,0.2,2.3669,70.0,60.32,1.0,7.883703973751368,7.838133430550492,7.883703973751368,7.838133430550492
920491.BJ,20151026,8.73,8.8,8.55,8.6,8.65,-0.05,-0.578,140.0,122.49,1.0,7.838133430550492,7.956616842872767,8.020415603353992,7.792562887349618
920491.BJ,20151027,8.9,8.99,8.9,8.99,8.6,0.39,4.5349,40.0,35.77,1.0,8.193583667517318,8.111556689755743,8.193583667517318,8.111556689755743
920491.BJ,20151028,9.25,10.31,9.25,9.88,8.99,0.89,9.8999,330.0,324.54,1.0,9.004739336492893,8.430550492161867,9.396646008020417,8.430550492161867
920491.BJ,20151029,9.88,10.52,9.88,9.96,9.88,0.08,0.8097,180.0,183.17,1.0,9.077652205614292,9.004739336492893,9.58804228946409,9.004739336492893
